id,flights,city,country
1096,4,Reynosa,Others
1097,4,Roma,Others
1098,4,Rota,Others
1099,4,Rouyn,Others
1100,4,Saltillo,Others
1101,4,Salvador,Others
1102,4,Samana,Others
1103,4,Sanliurfa,Others
1104,4,Santarem,Others
1105,4,Sivas,Others
1106,4,Skopje,Others
1107,4,St. Croix Island,Others
1108,4,St.-denis,Others
1109,4,Surgut,Others
1110,4,Syktyvkar,Others
1111,4,Taegu,Others
1112,4,Tapachula,Others
1113,4,Thunder Bay,Others
1114,4,Timisoara,Others
1115,4,Tomsk,Others
1116,4,Tsushima,Others
1117,4,Uluru,Others
1118,4,Urgench,Others
1119,4,Val D'or,Others
1120,4,Vaxjo,Others
1121,4,Vientiane,Others
1122,4,Vilhelmina,Others
1123,4,Volgograd,Others
1124,4,Wabush,Others
1125,4,Wakkanai,Others
1126,4,Waterloo,Others
1127,4,Williams Lake,Others
1128,4,Yap,Others
1129,4,Yellowknife,Others
1130,4,Anshan,China
1131,4,Anshun,China
1132,4,Bangda,China
1133,4,Baoshan,China
1134,4,Bayannur,China
1135,4,Golmud,China
1136,4,Jinchuan,China
1137,4,Lincang,China
1138,4,Liping,China
1139,4,Luxi,China
1140,4,Nyingchi,China
1141,4,Panzhihua,China
1142,4,Qingyang,China
1143,4,Qinhuangdao,China
1144,4,Simao,China
1145,4,Yinchun,China
1146,4,Yongzhou,China
1147,4,Zhijiang,China
1148,4,Humberside,UK
1149,4,Newquai,UK
1150,4,Norwich,UK
1151,4,Teesside,UK
1152,4,San Sebastian,Spain
1153,4,Santa Cruz De La Palma,Spain
1154,4,Valladolid,Spain
1155,4,Brive,France
1156,4,Chalons,France
1157,4,Dinard,France
1158,4,Hyeres,France
1159,4,Perpignan,France
1160,3,Beckley,US
1161,3,Clarksburg,US
1162,3,Dodge City,US
1163,3,Liberal,US
1164,3,Weyers Cave,US
1165,3,Avarua,Others
1166,3,Belem,Others
1167,3,Cunagua,Others
1168,3,Ganja,Others
1169,3,Governor's Harbor,Others
1170,3,Scarborough,Others
1171,3,Tortola,Others
1172,2,Aberdeen,US
1173,2,Adak Island,US
1174,2,Alliance,US
1175,2,Bemidji,US
1176,2,Bethel,US
1177,2,Butte,US
1178,2,Carlsbad,US
1179,2,Cedar City,US
1180,2,Chadron,US
1181,2,Chico,US
1182,2,Cold Bay,US
1183,2,Dillingham,US
1184,2,Eau Claire,US
1185,2,Elko,US
1186,2,Escanaba,US
1187,2,Grand Forks,US
1188,2,Gunnison,US
1189,2,Hancock,US
1190,2,Hayden,US
1191,2,Hibbing,US
1192,2,Hobbs,US
1193,2,Homer,US
1194,2,Huron,US
1195,2,Kenai,US
1196,2,King Salmon,US
1197,2,Kodiak,US
1198,2,Laramie,US
1199,2,Lewisburg,US
1200,2,Moab,US
1201,2,Modesto,US
1202,2,Montrose CO,US
1203,2,Muskegon,US
1204,2,North Bend,US
1205,2,PADUCAH,US
1206,2,PARKERSBURG,US
1207,2,Pellston,US
1208,2,Plattsburgh,US
1209,2,Pocatello,US
1210,2,Point Barrow,US
1211,2,Presque Isle,US
1212,2,Pueblo,US
1213,2,Redding,US
1214,2,Saint Cloud,US
1215,2,Sand Point,US
1216,2,Santa Maria,US
1217,2,Sault Ste Marie,US
1218,2,St Mary's,US
1219,2,St. Paul Island,US
1220,2,Topeka,US
1221,2,Twin Falls,US
1222,2,Unalakleet,US
1223,2,Vail,US
1224,2,Valdez,US
1225,2,Vernal,US
1226,2,Walla Walla,US
1227,2,Wenatchee,US
1228,2,Worland,US
1229,2,Yakima,US
1230,2,Aden,Others
1231,2,Aguadilla,Others
1232,2,Albury,Others
1233,2,Alexandria,Others
1234,2,Alice Town,Others
1235,2,Ängelholm,Others
1236,2,Antananarivo,Others
1237,2,Antwerp,Others
1238,2,Aqaba,Others
1239,2,Armidale,Others
1240,2,Arvidsjaur,Others
1241,2,Bagotville,Others
1242,2,Baia Mare,Others
1243,2,Bakhtaran,Others
1244,2,Bamako,Others
1245,2,Bangui,Others
1246,2,Barcaldine,Others
1247,2,Bardufoss,Others
1248,2,Basrah,Others
1249,2,Bathurst,Others
1250,2,Benghazi,Others
1251,2,Beslan,Others
1252,2,Blackall,Others
1253,2,Bratsk,Others
1254,2,Brno,Others
1255,2,Bukhara,Others
1256,2,Bundaberg,Others
1257,2,Campbell River,Others
1258,2,Campeche,Others
1259,2,Canakkale,Others
1260,2,Chimkent,Others
1261,2,Ciudad Victoria,Others
1262,2,Cockburn Town,Others
1263,2,Coff's Harbour,Others
1264,2,Colima,Others
1265,2,Comox,Others
1266,2,Constanta,Others
1267,2,Çorlu,Others
1268,2,Denizli,Others
1269,2,Devonport,Others
1270,2,Dili,Others
1271,2,Dominica,Others
1272,2,Dubbo,Others
1273,2,El Calafate,Others
1274,2,Emerald,Others
1275,2,Esfahan,Others
1276,2,Eskissehir,Others
1277,2,Fergana,Others
1278,2,Fort Saint John,Others
1279,2,Gassim,Others
1280,2,Gelendzhik,Others
1281,2,Geraldton,Others
1282,2,Gorno-Altaysk,Others
1283,2,Hachijojima,Others
1284,2,Hamilton Island,Others
1285,2,Hemavan,Others
1286,2,Hervey Bay,Others
1287,2,Horn Island,Others
1288,2,Iki,Others
1289,2,Iles De La Madeleine,Others
1290,2,Isparta,Others
1291,2,Iwakuni,Others
1292,2,Iwami,Others
1293,2,Jalapa,Others
1294,2,Kabul,Others
1295,2,Kalkmar,Others
1296,2,Kano,Others
1297,2,Karlstad,Others
1298,2,Karup,Others
1299,2,Kastamonu,Others
1300,2,Khanabad,Others
1301,2,Kharkov,Others
1302,2,Kitakyushu,Others
1303,2,Kittila,Others
1304,2,Ko Samui,Others
1305,2,Kolkata,Others
1306,2,Kota Kinabalu,Others
1307,2,Kristiansund,Others
1308,2,Kulyab,Others
1309,2,Kutahya,Others
1310,2,Langkawi,Others
1311,2,Launceston,Others
1312,2,Lazard Cardenas,Others
1313,2,Learmonth,Others
1314,2,Lethbridge,Others
1315,2,Loreto,Others
1316,2,Luang Prabang,Others
1317,2,Lublin,Others
1318,2,Mackenzie British Columbia,Others
1319,2,Madinah,Others
1320,2,Magnetiogorsk,Others
1321,2,Mahe,Others
1322,2,Mandalay,Others
1323,2,Maracaibo,Others
1324,2,Maringa,Others
1325,2,Marsa Alam,Others
1326,2,Mashhad,Others
1327,2,Matamoros,Others
1328,2,Mazar-i-sharif,Others
1329,2,Medicine Hat,Others
1330,2,Merzifon,Others
1331,2,Mildura,Others
1332,2,Minatitlan,Others
1333,2,Miri,Others
1334,2,Mogadishu,Others
1335,2,Monbetsu,Others
1336,2,Moree,Others
1337,2,Nadym,Others
1338,2,Najaf,Others
1339,2,Nakhchivan,Others
1340,2,Namangan,Others
1341,2,Nanaimo,Others
1342,2,Navoi,Others
1343,2,Naypyidaw,Others
1344,2,Nevsehir,Others
1345,2,Newcastle,Others
1346,2,Newman,Others
1347,2,Nizhnekamsk,Others
1348,2,North Bay,Others
1349,2,Nuevo Laredo,Others
1350,2,Obihiro,Others
1351,2,Odate Noshiro,Others
1352,2,Olympic Dam,Others
1353,2,Oradea,Others
1354,2,Orenburg,Others
1355,2,Oshima,Others
1356,2,Osijek,Others
1357,2,Östersund,Others
1358,2,Ostrava,Others
1359,2,Paraburdoo,Others
1360,2,Patras,Others
1361,2,Pavlodar,Others
1362,2,Penticton,Others
1363,2,Piedras Negras,Others
1364,2,Pointe-noire,Others
1365,2,Ponta Delgada,Others
1366,2,Port Lincoln,Others
1367,2,Prince George,Others
1368,2,Prince Pupert,Others
1369,2,Puerto Escondido,Others
1370,2,Punta Arenas,Others
1371,2,Pyongyang,Others
1372,2,Queenstown International,Others
1373,2,Red Deer Industrial,Others
1374,2,Ronneby,Others
1375,2,Rovaniemi,Others
1376,2,Saga,Others
1377,2,Samarkand,Others
1378,2,San Cristóbal,Others
1379,2,Sanaa,Others
1380,2,Sandspit,Others
1381,2,Santo,Others
1382,2,Sarnia,Others
1383,2,Satu Mare,Others
1384,2,Sault Sainte Marie,Others
1385,2,Shiraz,Others
1386,2,Shonai,Others
1387,2,Sibiu,Others
1388,2,Smithers,Others
1389,2,Spanish Town,Others
1390,2,St.-pierre,Others
1391,2,Sudbury,Others
1392,2,Sulaymaniyah,Others
1393,2,Sundsvall,Others
1394,2,Tabriz,Others
1395,2,Taif,Others
1396,2,Tamworth,Others
1397,2,Tepic,Others
1398,2,Terrace,Others
1399,2,Timmins,Others
1400,2,Tivat,Others
1401,2,Tokushima,Others
1402,2,Tottori,Others
1403,2,Treasure Cay,Others
1404,2,Tuxtla Gutierrez,Others
1405,2,Ust Kamenogorsk,Others
1406,2,Varna,Others
1407,2,Victoria Falls,Others
1408,2,Vieques Island,Others
1409,2,Visby,Others
1410,2,Wagga Wagga,Others
1411,2,Wajima,Others
1412,2,Weipa,Others
1413,2,Whitehorse,Others
1414,2,Windhoek,Others
1415,2,Windsor,Others
1416,2,Yamaguchi,Others
1417,2,Yenbo,Others
1418,2,Zandery,Others
1419,2,Zanzibar,Others
1420,2,Altay,China
1421,2,Baise,China
1422,2,Foshan,China
1423,2,Heihe,China
1424,2,Jiagedaqi District,China
1425,2,Kangding,China
1426,2,Karamay,China
1427,2,Kuqa,China
1428,2,Mohe County,China
1429,2,Shiquanhe,China
1430,2,Tacheng,China
1431,2,Xinyuan,China
1432,2,Yushu,China
1433,2,Zhangjiakou,China
1434,2,"Doncaster, Sheffield",UK
1435,2,Burgos,Spain
1436,2,Leon,Spain
1437,2,Lleida,Spain
1438,2,Logroño-Agoncillo,Spain
1439,2,Pamplona,Spain
1440,2,Salamanca,Spain
1441,2,Bolzano,Italy
1442,2,Deauville,France
1443,1,Page,US
1444,1,Castries,Others
1445,1,Faleolo,Others
1446,1,Halmstad,Others
1447,1,Ivalo,Others
1448,1,Kosice,Others
1449,1,Porto Seguro,Others
1450,1,Sao Luis,Others
1451,1,Surabaya,Others
1452,1,Tirgu Mures,Others
