All Categories,Source Country,Source City,Source Airport,Destination Country,Destination City,Destination Airport,Airline Name,Sum of Flights
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Stockholm,Destination City:Stockholm-Arlanda Airport,Airline Name:Air China,5
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Stockholm,Destination City:Stockholm-Arlanda Airport,Airline Name:United Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Stockholm,Destination City:Stockholm-Arlanda Airport,Airline Name:Qantas,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Stockholm,Destination City:Stockholm-Arlanda Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Stockholm,Destination City:Stockholm-Arlanda Airport,Airline Name:Aeroflot Russian Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Stockholm,Destination City:Stockholm-Arlanda Airport,Airline Name:easyJet,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Stockholm,Destination City:Stockholm Skavsta Airport,Airline Name:Ryanair,10
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Stockholm,Destination City:Stockholm-Bromma Airport,Airline Name:British Airways,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Rome,Destination City:Leonardo da Vinci–Fiumicino Airport,Airline Name:Alitalia,48
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Rome,Destination City:Leonardo da Vinci–Fiumicino Airport,Airline Name:easyJet,6
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Rome,Destination City:Leonardo da Vinci–Fiumicino Airport,Airline Name:Norwegian Air Shuttle,3
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Rome,Destination City:Leonardo da Vinci–Fiumicino Airport,Airline Name:Iberia Airlines,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Rome,Destination City:Leonardo da Vinci–Fiumicino Airport,Airline Name:Ryanair,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Rome,Destination City:Leonardo da Vinci–Fiumicino Airport,Airline Name:Aeroflot Russian Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Rome,Destination City:Leonardo da Vinci–Fiumicino Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Rome,Destination City:Leonardo da Vinci–Fiumicino Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Rome,Destination City:Ciampino–G. B. Pastine International Airport,Airline Name:Ryanair,19
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Oslo,Destination City:Oslo Lufthavn,Airline Name:Norwegian Air Shuttle,47
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Oslo,Destination City:Oslo Lufthavn,Airline Name:Scandinavian Airlines System,30
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Oslo,Destination City:Oslo Lufthavn,Airline Name:British Airways,3
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Toronto,Destination City:Lester B. Pearson International Airport,Airline Name:Air Canada,64
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Toronto,Destination City:Lester B. Pearson International Airport,Airline Name:KLM Royal Dutch Airlines,3
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Toronto,Destination City:Lester B. Pearson International Airport,Airline Name:Lufthansa,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Toronto,Destination City:Lester B. Pearson International Airport,Airline Name:United Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Toronto,Destination City:Billy Bishop Toronto City Centre Airport,Airline Name:Air Canada,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Copenhagen,Destination City:Copenhagen Kastrup Airport,Airline Name:Scandinavian Airlines System,42
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Copenhagen,Destination City:Copenhagen Kastrup Airport,Airline Name:Norwegian Air Shuttle,20
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Copenhagen,Destination City:Copenhagen Kastrup Airport,Airline Name:Air Canada,4
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Copenhagen,Destination City:Copenhagen Kastrup Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Copenhagen,Destination City:Copenhagen Kastrup Airport,Airline Name:Qantas,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Copenhagen,Destination City:Copenhagen Kastrup Airport,Airline Name:Air China,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Copenhagen,Destination City:Copenhagen Kastrup Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Copenhagen,Destination City:Copenhagen Kastrup Airport,Airline Name:easyJet,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Mexico City,Destination City:Licenciado Benito Juarez International Airport,Airline Name:AeroMéxico,62
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Mexico City,Destination City:Licenciado Benito Juarez International Airport,Airline Name:Delta Air Lines,3
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Mexico City,Destination City:Licenciado Benito Juarez International Airport,Airline Name:KLM Royal Dutch Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Mexico City,Destination City:Licenciado Benito Juarez International Airport,Airline Name:Air Canada,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Sydney,Destination City:Sydney Kingsford Smith International Airport,Airline Name:Qantas,40
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Sydney,Destination City:Sydney Kingsford Smith International Airport,Airline Name:American Airlines,9
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Sydney,Destination City:Sydney Kingsford Smith International Airport,Airline Name:China Eastern Airlines,4
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Sydney,Destination City:Sydney Kingsford Smith International Airport,Airline Name:Turkish Airlines,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Sydney,Destination City:Sydney Kingsford Smith International Airport,Airline Name:British Airways,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Sydney,Destination City:Sydney Kingsford Smith International Airport,Airline Name:Alitalia,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Sydney,Destination City:Sydney Kingsford Smith International Airport,Airline Name:Air Canada,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Sydney,Destination City:Sydney Kingsford Smith International Airport,Airline Name:United Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Sydney,Destination City:Sydney Kingsford Smith International Airport,Airline Name:Iberia Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Sydney,Destination City:Sydney Kingsford Smith International Airport,Airline Name:KLM Royal Dutch Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Sydney,Destination City:Sydney / J.A. Douglas McCurdy Airport,Airline Name:Air Canada,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Madrid,Destination City:Adolfo Suárez Madrid–Barajas Airport,Airline Name:Iberia Airlines,36
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Madrid,Destination City:Adolfo Suárez Madrid–Barajas Airport,Airline Name:Ryanair,10
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Madrid,Destination City:Adolfo Suárez Madrid–Barajas Airport,Airline Name:US Airways,3
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Madrid,Destination City:Adolfo Suárez Madrid–Barajas Airport,Airline Name:Air Berlin,3
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Madrid,Destination City:Adolfo Suárez Madrid–Barajas Airport,Airline Name:AeroMéxico,3
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Madrid,Destination City:Adolfo Suárez Madrid–Barajas Airport,Airline Name:easyJet,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Madrid,Destination City:Adolfo Suárez Madrid–Barajas Airport,Airline Name:Alitalia,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Madrid,Destination City:Adolfo Suárez Madrid–Barajas Airport,Airline Name:Air China,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Madrid,Destination City:Adolfo Suárez Madrid–Barajas Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Madrid,Destination City:Adolfo Suárez Madrid–Barajas Airport,Airline Name:British Airways,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Barcelona,Destination City:Barcelona International Airport,Airline Name:Iberia Airlines,32
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Barcelona,Destination City:Barcelona International Airport,Airline Name:Ryanair,11
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Barcelona,Destination City:Barcelona International Airport,Airline Name:Norwegian Air Shuttle,5
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Barcelona,Destination City:Barcelona International Airport,Airline Name:Aeroflot Russian Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Barcelona,Destination City:Barcelona International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Barcelona,Destination City:Barcelona International Airport,Airline Name:Air China,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Barcelona,Destination City:Barcelona International Airport,Airline Name:US Airways,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Barcelona,Destination City:Barcelona International Airport,Airline Name:easyJet,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Barcelona,Destination City:Barcelona International Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:St. Petersburg,Destination City:Pulkovo Airport,Airline Name:Aeroflot Russian Airlines,46
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:St. Petersburg,Destination City:Pulkovo Airport,Airline Name:S7 Airlines,6
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:St. Petersburg,Destination City:Pulkovo Airport,Airline Name:United Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brisbane,Destination City:Brisbane International Airport,Airline Name:Qantas,35
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brisbane,Destination City:Brisbane International Airport,Airline Name:American Airlines,9
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brisbane,Destination City:Brisbane International Airport,Airline Name:China Eastern Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brisbane,Destination City:Brisbane International Airport,Airline Name:Turkish Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brisbane,Destination City:Brisbane International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brisbane,Destination City:Brisbane International Airport,Airline Name:British Airways,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Alicante,Destination City:Alicante International Airport,Airline Name:Ryanair,22
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Alicante,Destination City:Alicante International Airport,Airline Name:Norwegian Air Shuttle,17
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Alicante,Destination City:Alicante International Airport,Airline Name:Scandinavian Airlines System,4
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Alicante,Destination City:Alicante International Airport,Airline Name:Iberia Airlines,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Alicante,Destination City:Alicante International Airport,Airline Name:easyJet,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Alicante,Destination City:Alicante International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Montreal,Destination City:Montreal / Pierre Elliott Trudeau International Airport,Airline Name:Air Canada,35
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Montreal,Destination City:Montreal / Pierre Elliott Trudeau International Airport,Airline Name:Lufthansa,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Montreal,Destination City:Montreal / Pierre Elliott Trudeau International Airport,Airline Name:AeroMéxico,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Montreal,Destination City:Montreal / Pierre Elliott Trudeau International Airport,Airline Name:United Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Montreal,Destination City:Montreal / Pierre Elliott Trudeau International Airport,Airline Name:US Airways,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Montreal,Destination City:Montreal / Pierre Elliott Trudeau International Airport,Airline Name:American Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Montreal,Destination City:Montreal / Pierre Elliott Trudeau International Airport,Airline Name:KLM Royal Dutch Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Abu Dhabi,Destination City:Abu Dhabi International Airport,Airline Name:Alitalia,21
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Abu Dhabi,Destination City:Abu Dhabi International Airport,Airline Name:Hainan Airlines,4
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Abu Dhabi,Destination City:Abu Dhabi International Airport,Airline Name:American Airlines,4
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Abu Dhabi,Destination City:Abu Dhabi International Airport,Airline Name:KLM Royal Dutch Airlines,3
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Abu Dhabi,Destination City:Abu Dhabi International Airport,Airline Name:Air Berlin,3
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Abu Dhabi,Destination City:Abu Dhabi International Airport,Airline Name:Lufthansa,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Abu Dhabi,Destination City:Abu Dhabi International Airport,Airline Name:Iberia Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Abu Dhabi,Destination City:Abu Dhabi International Airport,Airline Name:Air France,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Abu Dhabi,Destination City:Abu Dhabi International Airport,Airline Name:United Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Abu Dhabi,Destination City:Abu Dhabi International Airport,Airline Name:British Airways,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Abu Dhabi,Destination City:Abu Dhabi International Airport,Airline Name:Delta Air Lines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brussels,Destination City:Brussels Airport,Airline Name:Lufthansa,12
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brussels,Destination City:Brussels Airport,Airline Name:United Airlines,11
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brussels,Destination City:Brussels Airport,Airline Name:Air Canada,9
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brussels,Destination City:Brussels Airport,Airline Name:Ryanair,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brussels,Destination City:Brussels Airport,Airline Name:Iberia Airlines,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brussels,Destination City:Brussels Airport,Airline Name:British Airways,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brussels,Destination City:Brussels Airport,Airline Name:easyJet,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brussels,Destination City:Brussels Airport,Airline Name:US Airways,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brussels,Destination City:Brussels Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Brussels,Destination City:Brussels Airport,Airline Name:Turkish Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Milano,Destination City:Malpensa International Airport,Airline Name:Alitalia,16
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Milano,Destination City:Malpensa International Airport,Airline Name:easyJet,13
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Milano,Destination City:Malpensa International Airport,Airline Name:Lufthansa,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Milano,Destination City:Malpensa International Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Milano,Destination City:Malpensa International Airport,Airline Name:Aeroflot Russian Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Milano,Destination City:Malpensa International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Milano,Destination City:Milano Linate Airport,Airline Name:Alitalia,5
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Milano,Destination City:Milano Linate Airport,Airline Name:Lufthansa,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Bangkok,Destination City:Suvarnabhumi Airport,Airline Name:Turkish Airlines,8
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Bangkok,Destination City:Suvarnabhumi Airport,Airline Name:Qantas,6
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Bangkok,Destination City:Suvarnabhumi Airport,Airline Name:All Nippon Airways,4
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Bangkok,Destination City:Suvarnabhumi Airport,Airline Name:Air France,4
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Bangkok,Destination City:Suvarnabhumi Airport,Airline Name:KLM Royal Dutch Airlines,4
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Bangkok,Destination City:Suvarnabhumi Airport,Airline Name:Lufthansa,3
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Bangkok,Destination City:Suvarnabhumi Airport,Airline Name:S7 Airlines,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Bangkok,Destination City:Suvarnabhumi Airport,Airline Name:British Airways,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Bangkok,Destination City:Suvarnabhumi Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Bangkok,Destination City:Suvarnabhumi Airport,Airline Name:Alitalia,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Bangkok,Destination City:Suvarnabhumi Airport,Airline Name:China Southern Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Bangkok,Destination City:Suvarnabhumi Airport,Airline Name:Air Canada,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Bangkok,Destination City:Suvarnabhumi Airport,Airline Name:American Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Malaga,Destination City:Málaga Airport,Airline Name:Ryanair,20
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Malaga,Destination City:Málaga Airport,Airline Name:Norwegian Air Shuttle,9
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Malaga,Destination City:Málaga Airport,Airline Name:Iberia Airlines,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Malaga,Destination City:Málaga Airport,Airline Name:easyJet,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Malaga,Destination City:Málaga Airport,Airline Name:Scandinavian Airlines System,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Malaga,Destination City:Málaga Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Osaka,Destination City:Kansai International Airport,Airline Name:All Nippon Airways,16
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Osaka,Destination City:Kansai International Airport,Airline Name:Qantas,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Osaka,Destination City:Kansai International Airport,Airline Name:United Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Osaka,Destination City:Kansai International Airport,Airline Name:Delta Air Lines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Osaka,Destination City:Osaka International Airport,Airline Name:All Nippon Airways,14
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Melbourne,Destination City:Melbourne International Airport,Airline Name:Qantas,23
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Melbourne,Destination City:Melbourne International Airport,Airline Name:American Airlines,4
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Melbourne,Destination City:Melbourne International Airport,Airline Name:China Eastern Airlines,3
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Melbourne,Destination City:Melbourne International Airport,Airline Name:Alitalia,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Melbourne,Destination City:Melbourne International Airport,Airline Name:United Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Melbourne,Destination City:Melbourne International Airport,Airline Name:Turkish Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Nairobi,Destination City:Jomo Kenyatta International Airport,Airline Name:KLM Royal Dutch Airlines,13
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Nairobi,Destination City:Jomo Kenyatta International Airport,Airline Name:Lufthansa,4
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Nairobi,Destination City:Jomo Kenyatta International Airport,Airline Name:Air France,4
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Nairobi,Destination City:Jomo Kenyatta International Airport,Airline Name:United Airlines,4
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Nairobi,Destination City:Jomo Kenyatta International Airport,Airline Name:Air Canada,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Nairobi,Destination City:Jomo Kenyatta International Airport,Airline Name:China Southern Airlines,2
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Nairobi,Destination City:Jomo Kenyatta International Airport,Airline Name:Qantas,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Nairobi,Destination City:Jomo Kenyatta International Airport,Airline Name:Alitalia,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Nairobi,Destination City:Jomo Kenyatta International Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Others,Source City:Others,Source Airport:Others,Destination Country:Others,Destination City:Palma de Mallorca,Destination City:Palma De Mallorca Airport,Airline Name:Ryanair,17
