All Categories,Source Country,Source City,Source Airport,Destination Country,Destination City,Destination Airport,Airline Name,Sum of Flights
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Istanbul,Destination City:Atatürk International Airport,Airline Name:Turkish Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Gothenborg,Destination City:Gothenburg-Landvetter Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Gothenborg,Destination City:Gothenburg-Landvetter Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Miami,Destination City:Miami International Airport,Airline Name:American Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Miami,Destination City:Miami International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Beijing,Destination City:Beijing Capital International Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Beijing,Destination City:Beijing Capital International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Brussels,Destination City:Brussels Airport,Airline Name:Lufthansa,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Brussels,Destination City:Brussels Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Helsinki,Destination City:Helsinki Vantaa Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Helsinki,Destination City:Helsinki Vantaa Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Kaliningrad,Destination City:Khrabrovo Airport,Airline Name:S7 Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Kaliningrad,Destination City:Khrabrovo Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Sarajevo,Destination City:Sarajevo International Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Zadar,Destination City:Zadar Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Faro,Destination City:Faro Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Bucharest,Destination City:Henri Coandă International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Riga,Destination City:Riga International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Hurghada,Destination City:Hurghada International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Split,Destination City:Split Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Budapest,Destination City:Budapest Liszt Ferenc International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Gdansk,Destination City:Gdańsk Lech Wałęsa Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Abu Dhabi,Destination City:Abu Dhabi International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Antalya,Destination City:Antalya International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Klagenfurt,Destination City:Klagenfurt Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Salzburg,Destination City:Salzburg Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Krakow,Destination City:Kraków John Paul II International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Sofia,Destination City:Sofia Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Luxemburg,Destination City:Luxembourg-Findel International Airport,Airline Name:Lufthansa,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:St. Petersburg,Destination City:Pulkovo Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Amman,Destination City:Queen Alia International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Funchal,Destination City:Madeira Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Belgrade,Destination City:Belgrade Nikola Tesla Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Warsaw,Destination City:Warsaw Chopin Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Dubrovnik,Destination City:Dubrovnik Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Zagreb,Destination City:Zagreb Airport,Airline Name:Lufthansa,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Enfidha,Destination City:Enfidha - Hammamet International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Graz,Destination City:Graz Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Others,Destination City:Pristina,Destination City:Priština International Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Munich,Destination City:Munich Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Munich,Destination City:Munich Airport,Airline Name:Lufthansa,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Munich,Destination City:Munich Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Saarbruecken,Destination City:Saarbrücken Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Saarbruecken,Destination City:Saarbrücken Airport,Airline Name:Lufthansa,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Saarbruecken,Destination City:Saarbrücken Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Nuernberg,Destination City:Nuremberg Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Nuernberg,Destination City:Nuremberg Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Nuernberg,Destination City:Nuremberg Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Duesseldorf,Destination City:Düsseldorf Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Duesseldorf,Destination City:Düsseldorf Airport,Airline Name:Lufthansa,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Duesseldorf,Destination City:Düsseldorf Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Stuttgart,Destination City:Stuttgart Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Stuttgart,Destination City:Stuttgart Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Stuttgart,Destination City:Stuttgart Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Frankfurt,Destination City:Frankfurt am Main Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Frankfurt,Destination City:Frankfurt am Main Airport,Airline Name:Lufthansa,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Frankfurt,Destination City:Frankfurt am Main Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Cologne,Destination City:Cologne Bonn Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Cologne,Destination City:Cologne Bonn Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Cologne,Destination City:Cologne Bonn Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Karlsruhe/Baden-Baden,Destination City:Karlsruhe Baden-Baden Airport,Airline Name:Hainan Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Karlsruhe/Baden-Baden,Destination City:Karlsruhe Baden-Baden Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Westerland,Destination City:Westerland Sylt Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Germany,Destination City:Memmingen,Destination City:Memmingen Allgau Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Barcelona,Destination City:Barcelona International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Barcelona,Destination City:Barcelona International Airport,Airline Name:Lufthansa,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Barcelona,Destination City:Barcelona International Airport,Airline Name:Iberia Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Malaga,Destination City:Málaga Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Malaga,Destination City:Málaga Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Madrid,Destination City:Adolfo Suárez Madrid–Barajas Airport,Airline Name:Iberia Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Madrid,Destination City:Adolfo Suárez Madrid–Barajas Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Ibiza,Destination City:Ibiza Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Ibiza,Destination City:Ibiza Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Palma de Mallorca,Destination City:Palma De Mallorca Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Palma de Mallorca,Destination City:Palma De Mallorca Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Menorca,Destination City:Menorca Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Bilbao,Destination City:Bilbao Airport,Airline Name:Iberia Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Tenerife,Destination City:Tenerife South Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Arrecife,Destination City:Lanzarote Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Fuerteventura,Destination City:Fuerteventura Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Alicante,Destination City:Alicante International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Spain,Destination City:Gran Canaria,Destination City:Gran Canaria Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Catania,Destination City:Catania-Fontanarossa Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Catania,Destination City:Catania-Fontanarossa Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Catania,Destination City:Catania-Fontanarossa Airport,Airline Name:Alitalia,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Rome,Destination City:Leonardo da Vinci–Fiumicino Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Rome,Destination City:Leonardo da Vinci–Fiumicino Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Milano,Destination City:Milano Linate Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Milano,Destination City:Malpensa International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Bologna,Destination City:Bologna Guglielmo Marconi Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Palermo,Destination City:Falcone–Borsellino Airport,Airline Name:Alitalia,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Bari,Destination City:Bari Karol Wojtyła Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Florence,Destination City:Peretola Airport,Airline Name:Iberia Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Pisa,Destination City:Pisa International Airport,Airline Name:Alitalia,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Villafranca,Destination City:Verona Villafranca Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Venice,Destination City:Venice Marco Polo Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Ancona,Destination City:Ancona Falconara Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Olbia,Destination City:Olbia Costa Smeralda Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Italy,Destination City:Naples,Destination City:Naples International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Greece,Destination City:Heraklion,Destination City:Heraklion International Nikos Kazantzakis Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Greece,Destination City:Heraklion,Destination City:Heraklion International Nikos Kazantzakis Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Greece,Destination City:Rhodos,Destination City:Diagoras Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Greece,Destination City:Athens,Destination City:Eleftherios Venizelos International Airport,Airline Name:Lufthansa,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Greece,Destination City:Samos,Destination City:Samos Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Greece,Destination City:Thessaloniki,Destination City:Thessaloniki Macedonia International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Greece,Destination City:Kerkyra/corfu,Destination City:Ioannis Kapodistrias International Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:Greece,Destination City:Kos,Destination City:Kos Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:France,Destination City:Paris,Destination City:Charles de Gaulle International Airport,Airline Name:Air France,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:France,Destination City:Paris,Destination City:Charles de Gaulle International Airport,Airline Name:Lufthansa,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:France,Destination City:Paris,Destination City:Charles de Gaulle International Airport,Airline Name:Alitalia,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:France,Destination City:Paris,Destination City:Paris-Orly Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:France,Destination City:Bastia,Destination City:Bastia-Poretta Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:France,Destination City:Nice,Destination City:Nice-Côte d'Azur Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:France,Destination City:Marseille,Destination City:Marseille Provence Airport,Airline Name:Air France,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:France,Destination City:Nantes,Destination City:Nantes Atlantique Airport,Airline Name:Transavia France,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:United Kingdom,Destination City:London,Destination City:London Heathrow Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:United Kingdom,Destination City:London,Destination City:London Heathrow Airport,Airline Name:British Airways,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:United Kingdom,Destination City:London,Destination City:London Heathrow Airport,Airline Name:Air Berlin,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:United Kingdom,Destination City:London,Destination City:London Heathrow Airport,Airline Name:American Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Tegel Airport,Destination Country:United Kingdom,Destination City:Birmingham,Destination City:Birmingham International Airport,Airline Name:Germanwings,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Copenhagen,Destination City:Copenhagen Kastrup Airport,Airline Name:Norwegian Air Shuttle,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Copenhagen,Destination City:Copenhagen Kastrup Airport,Airline Name:easyJet,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:St. Petersburg,Destination City:Pulkovo Airport,Airline Name:Aeroflot Russian Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Amsterdam,Destination City:Amsterdam Airport Schiphol,Airline Name:easyJet,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Trondheim,Destination City:Trondheim Airport Værnes,Airline Name:Norwegian Air Shuttle,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Bergen,Destination City:Bergen Airport Flesland,Airline Name:Norwegian Air Shuttle,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Shannon,Destination City:Shannon Airport,Airline Name:Ryanair,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Brussels,Destination City:Brussels Airport,Airline Name:easyJet,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Stockholm,Destination City:Stockholm-Arlanda Airport,Airline Name:Norwegian Air Shuttle,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Budapest,Destination City:Budapest Liszt Ferenc International Airport,Airline Name:easyJet,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Moscow,Destination City:Sheremetyevo International Airport,Airline Name:Aeroflot Russian Airlines,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Oslo,Destination City:Oslo Lufthavn,Airline Name:Norwegian Air Shuttle,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Rygge,"Destination City:Moss Airport, Rygge",Airline Name:Ryanair,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Salzburg,Destination City:Salzburg Airport,Airline Name:easyJet,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Dublin,Destination City:Dublin Airport,Airline Name:Ryanair,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Sofia,Destination City:Sofia Airport,Airline Name:easyJet,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Geneva,Destination City:Geneva Cointrin International Airport,Airline Name:easyJet,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Stavanger,Destination City:Stavanger Airport Sola,Airline Name:Norwegian Air Shuttle,1
All Categories:All Countries,Source Country:Germany,Source City:Berlin,Source Airport:Berlin-Schönefeld Airport,Destination Country:Others,Destination City:Istanbul,Destination City:Sabiha Gökçen International Airport,Airline Name:Air Berlin,1
