All,SourceCountry,SourceCity,SourceAirport,DestCountry,DestCity,DestAirport,AirlineName,Sum of Flights
All Countries,Others,Moscow,Sheremetyevo International Airport,Others,Minsk 2,Minsk National Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Others,Yerevan,Zvartnots International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Others,Athens,Eleftherios Venizelos International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Others,Dnepropetrovsk,Dnipropetrovsk International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Others,Nice,Nice-Côte d'Azur Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Others,Madrid,Adolfo Suárez Madrid–Barajas Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,St. Petersburg,Pulkovo Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Novy Urengoy,Novy Urengoy Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Vladivostok,Vladivostok International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Anapa,Anapa Vityazevo Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Petropavlovsk,Yelizovo Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Arkhangelsk,Talagi Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Tomsk,Bogashevo Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Astrakhan,Astrakhan Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Yuzhno-sakhalinsk,Yuzhno-Sakhalinsk Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Barnaul,Barnaul Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Orenburg,Orenburg Central Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Chelyabinsk,Chelyabinsk Balandino Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Samara,Kurumoch International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Chita,Chita-Kadala Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Surgut,Surgut Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Gelendzhik,Gelendzhik Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Ufa,Ufa International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Irkutsk,Irkutsk Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Yakutsk,Yakutsk Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Kaliningrad,Khrabrovo Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Novosibirsk,Tolmachevo Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Kazan,Kazan International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Omsk,Omsk Central Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Kemorovo,Kemerovo Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Perm,Bolshoye Savino Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Khabarovsk,Khabarovsk-Novy Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Rostov,Platov International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Krasnodar,Krasnodar Pashkovsky International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Sochi,Sochi International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Krasnoyarsk,Yemelyanovo Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Stavropol,Stavropol Shpakovskoye Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Magnetiogorsk,Magnitogorsk International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Syktyvkar,Syktyvkar Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Mineralnye Vody,Mineralnyye Vody Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Tyumen,Roshchino International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Murmansk,Murmansk Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Ulan-ude,Ulan-Ude Airport (Mukhino),Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Nizhnekamsk,Begishevo Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Volgograd,Volgograd International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Nizhnevartovsk,Nizhnevartovsk Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Yekaterinburg,Koltsovo Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Nizhniy Novgorod,Nizhny Novgorod Strigino International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Abakan,Abakan Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Russia,Novokuznetsk,Spichenkovo Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Germany,Berlin,Berlin-Tegel Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Germany,Berlin,Berlin-Schönefeld Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Germany,Hamburg,Hamburg Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Germany,Munich,Munich Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Germany,Hannover,Hannover Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Germany,Duesseldorf,Düsseldorf Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Germany,Dresden,Dresden Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Germany,Stuttgart,Stuttgart Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Sheremetyevo International Airport,Germany,Frankfurt,Frankfurt am Main Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Vienna,Vienna International Airport,United Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Vienna,Vienna International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,London,London Heathrow Airport,British Airways,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,London,London Gatwick Airport,easyJet,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Alicante,Alicante International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Alicante,Alicante International Airport,Iberia Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Madrid,Adolfo Suárez Madrid–Barajas Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Madrid,Adolfo Suárez Madrid–Barajas Airport,Iberia Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Tivat,Tivat Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Palma de Mallorca,Palma De Mallorca Airport,Iberia Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Minsk 2,Minsk National Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Baku,Heydar Aliyev International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Rhodos,Diagoras Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Barcelona,Barcelona International Airport,Iberia Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Valencia,Valencia Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Batumi,Batumi International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Odessa,Odessa International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Bourgas,Burgas Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Pavlodar,Pavlodar Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Chisinau,Chişinău International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Tbilisi,Tbilisi International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Genoa,Genoa Cristoforo Colombo Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Urgench,Urgench Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Helsinki,Helsinki Vantaa Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Ashkhabad,Ashgabat International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Heraklion,Heraklion International Nikos Kazantzakis Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Nice,Nice-Côte d'Azur Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Hong Kong,Hong Kong International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Osh,Osh Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Khudzhand,Khudzhand Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Paphos,Paphos International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Kiev,Boryspil International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Pula,Pula Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Kulyab,Kulob Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Simferopol,Simferopol International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Larnaca,Larnaca International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Thessaloniki,Thessaloniki Macedonia International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Lisbon,Humberto Delgado Airport (Lisbon Portela Airport),S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Tokyo,Narita International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Amman,Queen Alia International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Ust Kamenogorsk,Ust-Kamennogorsk Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Villafranca,Verona Villafranca Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Varna,Varna Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Yerevan,Zvartnots International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Athens,Eleftherios Venizelos International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Manchester,Manchester Airport,easyJet,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Abu Dhabi,Abu Dhabi International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Others,Malaga,Málaga Airport,Iberia Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,St. Petersburg,Pulkovo Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,St. Petersburg,Pulkovo Airport,Aeroflot Russian Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Ufa,Ufa International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Perm,Bolshoye Savino Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Novokuznetsk,Spichenkovo Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Astrakhan,Astrakhan Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Stavropol,Stavropol Shpakovskoye Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Barnaul,Barnaul Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Yekaterinburg,Koltsovo Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Beslan,Beslan Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Novy Urengoy,Novy Urengoy Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Bratsk,Bratsk Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Samara,Kurumoch International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Chelyabinsk,Chelyabinsk Balandino Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Tomsk,Bogashevo Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Chita,Chita-Kadala Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Volgograd,Volgograd International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Gorno-Altaysk,Gorno-Altaysk Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Norilsk,Norilsk-Alykel Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Irkutsk,Irkutsk Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Novosibirsk,Tolmachevo Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Kaliningrad,Khrabrovo Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Omsk,Omsk Central Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Kazan,Kazan International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Rostov,Platov International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Kemorovo,Kemerovo Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Anapa,Anapa Vityazevo Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Sochi,Sochi International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Krasnodar,Krasnodar Pashkovsky International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Surgut,Surgut Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Krasnoyarsk,Yemelyanovo Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Tyumen,Roshchino International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Mineralnye Vody,Mineralnyye Vody Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Ulan-ude,Ulan-Ude Airport (Mukhino),S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Nadym,Nadym Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Yakutsk,Yakutsk Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Nizhnevartovsk,Nizhnevartovsk Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Abakan,Abakan Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Russia,Nizhniy Novgorod,Nizhny Novgorod Strigino International Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Germany,Frankfurt,Frankfurt am Main Airport,Air Berlin,1
All Countries,Others,Moscow,Domodedovo International Airport,Germany,Frankfurt,Frankfurt am Main Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Germany,Frankfurt,Frankfurt am Main Airport,Lufthansa,1
All Countries,Others,Moscow,Domodedovo International Airport,Germany,Munich,Munich Airport,Air Berlin,1
All Countries,Others,Moscow,Domodedovo International Airport,Germany,Munich,Munich Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Germany,Munich,Munich Airport,Lufthansa,1
All Countries,Others,Moscow,Domodedovo International Airport,Germany,Duesseldorf,Düsseldorf Airport,S7 Airlines,1
All Countries,Others,Moscow,Domodedovo International Airport,Germany,Duesseldorf,Düsseldorf Airport,Air Berlin,1
All Countries,Others,Moscow,Domodedovo International Airport,Germany,Berlin,Berlin-Tegel Airport,Air Berlin,1
All Countries,Others,Moscow,Vnukovo International Airport,Germany,Berlin,Berlin-Tegel Airport,Lufthansa,1
All Countries,Others,Moscow,Vnukovo International Airport,Germany,Frankfurt,Frankfurt am Main Airport,Lufthansa,1
All Countries,Others,Moscow,Vnukovo International Airport,Germany,Duesseldorf,Düsseldorf Airport,Lufthansa,1
All Countries,Others,Moscow,Vnukovo International Airport,Others,Ankara,Esenboğa International Airport,Turkish Airlines,1
All Countries,Others,Moscow,Vnukovo International Airport,Others,Istanbul,Atatürk International Airport,Turkish Airlines,1
All Countries,Others,Moscow,Vnukovo International Airport,Others,Antalya,Antalya International Airport,Turkish Airlines,1
All Countries,Others,Moscow,Vnukovo International Airport,Russia,St. Petersburg,Pulkovo Airport,Aeroflot Russian Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Singapore,Singapore Changi Airport,United Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Singapore,Singapore Changi Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Singapore,Singapore Changi Airport,US Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Singapore,Singapore Changi Airport,American Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Singapore,Singapore Changi Airport,Delta Air Lines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Bangkok,Suvarnabhumi Airport,Delta Air Lines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Bangkok,Suvarnabhumi Airport,Air Canada,1
All Countries,Others,Tokyo,Narita International Airport,Others,Bangkok,Suvarnabhumi Airport,United Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Bangkok,Suvarnabhumi Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Bangkok,Suvarnabhumi Airport,American Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Vancouver,Vancouver International Airport,Air Canada,1
All Countries,Others,Tokyo,Narita International Airport,Others,Vancouver,Vancouver International Airport,American Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Vancouver,Vancouver International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Taipei,Taiwan Taoyuan International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Taipei,Taiwan Taoyuan International Airport,Delta Air Lines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Taipei,Taiwan Taoyuan International Airport,American Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Seoul,Incheon International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Seoul,Incheon International Airport,United Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Seoul,Incheon International Airport,American Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Agana,Antonio B. Won Pat International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Agana,Antonio B. Won Pat International Airport,United Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Agana,Antonio B. Won Pat International Airport,Delta Air Lines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Hong Kong,Hong Kong International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Hong Kong,Hong Kong International Airport,Delta Air Lines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Hong Kong,Hong Kong International Airport,American Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Duesseldorf,Düsseldorf Airport,Lufthansa,1
All Countries,Others,Tokyo,Narita International Airport,Others,Duesseldorf,Düsseldorf Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Saipan,Saipan International Airport,Delta Air Lines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Saipan,Saipan International Airport,Air France,1
All Countries,Others,Tokyo,Narita International Airport,Others,Paris,Charles de Gaulle International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Paris,Charles de Gaulle International Airport,Air France,1
All Countries,Others,Tokyo,Narita International Airport,Others,Ho Chi Minh City,Tan Son Nhat International Airport,American Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Ho Chi Minh City,Tan Son Nhat International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Calgary,Calgary International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Calgary,Calgary International Airport,Air Canada,1
All Countries,Others,Tokyo,Narita International Airport,Others,Manila,Ninoy Aquino International Airport,Delta Air Lines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Manila,Ninoy Aquino International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Moscow,Sheremetyevo International Airport,Aeroflot Russian Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Moscow,Domodedovo International Airport,S7 Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Toronto,Lester B. Pearson International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Toronto,Lester B. Pearson International Airport,Air Canada,1
All Countries,Others,Tokyo,Narita International Airport,Others,Istanbul,Atatürk International Airport,Turkish Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Istanbul,Atatürk International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,London,London Heathrow Airport,British Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,London,London Heathrow Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Kaohsiung,Kaohsiung International Airport,American Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Kaohsiung,Kaohsiung International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Doha,Hamad International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Vladivostok,Vladivostok International Airport,S7 Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Amsterdam,Amsterdam Airport Schiphol,KLM Royal Dutch Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Jakarta,Soekarno-Hatta International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Rome,Leonardo da Vinci–Fiumicino Airport,Alitalia,1
All Countries,Others,Tokyo,Narita International Airport,Others,Yangon,Yangon International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Sydney,Sydney Kingsford Smith International Airport,Qantas,1
All Countries,Others,Tokyo,Narita International Airport,Others,Zurich,Zürich Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Venice,Venice Marco Polo Airport,Alitalia,1
All Countries,Others,Tokyo,Narita International Airport,Others,Kuala Lumpur,Kuala Lumpur International Airport,American Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Delhi,Indira Gandhi International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Auckland,Auckland International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Denpasar,Ngurah Rai (Bali) International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Macau,Macau International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Babelthuap,Babelthuap Airport,Delta Air Lines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Coolangatta,Gold Coast Airport,Qantas,1
All Countries,Others,Tokyo,Narita International Airport,Others,Hanoi,Noi Bai International Airport,American Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Mexico City,Licenciado Benito Juarez International Airport,AeroMéxico,1
All Countries,Others,Tokyo,Narita International Airport,Others,Busan,Gimhae International Airport,American Airlines,1
All Countries,Others,Tokyo,Narita International Airport,Others,Milano,Malpensa International Airport,Alitalia,1
All Countries,Others,Tokyo,Narita International Airport,Others,Vienna,Vienna International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Copenhagen,Copenhagen Kastrup Airport,Scandinavian Airlines System,1
All Countries,Others,Tokyo,Narita International Airport,Others,Cairns,Cairns International Airport,Qantas,1
All Countries,Others,Tokyo,Narita International Airport,Others,Mumbai,Chhatrapati Shivaji International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Abu Dhabi,Abu Dhabi International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,Others,Khabarovsk,Khabarovsk-Novy Airport,S7 Airlines,1
All Countries,Others,Tokyo,Narita International Airport,United States,New York,John F Kennedy International Airport,United Airlines,1
All Countries,Others,Tokyo,Narita International Airport,United States,New York,John F Kennedy International Airport,Delta Air Lines,1
All Countries,Others,Tokyo,Narita International Airport,United States,New York,John F Kennedy International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,United States,New York,John F Kennedy International Airport,American Airlines,1
All Countries,Others,Tokyo,Narita International Airport,United States,New York,Newark Liberty International Airport,United Airlines,1
All Countries,Others,Tokyo,Narita International Airport,United States,New York,Newark Liberty International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,United States,Los Angeles,Los Angeles International Airport,United Airlines,1
All Countries,Others,Tokyo,Narita International Airport,United States,Los Angeles,Los Angeles International Airport,All Nippon Airways,1
All Countries,Others,Tokyo,Narita International Airport,United States,Los Angeles,Los Angeles International Airport,US Airways,1
All Countries,Others,Tokyo,Narita International Airport,United States,Los Angeles,Los Angeles International Airport,American Airlines,1
All Countries,Others,Tokyo,Narita International Airport,United States,Los Angeles,Los Angeles International Airport,Delta Air Lines,1
All Countries,Others,Tokyo,Narita International Airport,United States,Chicago,Chicago O'Hare International Airport,US Airways,1
